,nombre_tienda,razon_social,clase,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,codigo_postal,ubicacion,telefono,correo,pagina_web,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,municipio,dimension,porcentaje_obesidad,valor_comercial,numero_tiendas_municipio,numero_tiendas_colonia,rating,rating_n,populartimes,time_spent,place_id,current_popularity,popular_times
64,Beltan,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE GARIBALDI,437.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31704526,25.67283488,CENTRO Y PLAZA COMERCIAL,PLAZA GARIBALDI,157,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
65,Bershka cumbres,BERSHKA MEXICO SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,PASEO DE LOS LEONES,3339.0,,RESIDENCIAL CUMBRES LAS PALMAS,64619,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.INDITEX.COM,Fijo,-100.39782248,25.73308375,,,,Monterrey,A,42.2707,6098.849922,1578,3,4.5,254.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 40, 60, 73, 76, 69, 71, 89, 85, 43, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 36, 48, 57, 64, 67, 63, 63, 77, 57, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 48, 51, 56, 67, 65, 68, 78, 68, 38, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 47, 51, 73, 71, 64, 58, 46, 31, 17, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 34, 47, 54, 62, 66, 54, 56, 77, 44, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 56, 61, 72, 92, 92, 91, 100, 65, 17, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 46, 49, 45, 42, 44, 44, 34, 18, 0, 0, 0]}]","[10, 10]",ChIJm5_Zjx2XYoYRauZX3yWOvag,,"[[7, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 16, 'Usually not busy', '', '11 AM'], [12, 32, 'Usually not too busy', '', '12 PM'], [13, 46, 'Usually not too busy', '', '1 PM'], [14, 49, 'Usually not too busy', '', '2 PM'], [15, 45, 'Usually not too busy', '', '3 PM'], [16, 42, 'Usually not too busy', '', '4 PM'], [17, 44, 'Usually not too busy', '', '5 PM'], [18, 44, 'Usually not too busy', '', '6 PM'], [19, 34, 'Usually not too busy', '', '7 PM'], [20, 18, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 22, 'Usually not too busy', '', '11 AM'], [12, 40, 'Usually not too busy', '', '12 PM'], [13, 60, 'Usually a little busy', '', '1 PM'], [14, 73, 'Usually a little busy', '', '2 PM'], [15, 76, 'Usually a little busy', '', '3 PM'], [16, 69, 'Usually a little busy', '', '4 PM'], [17, 71, 'Usually a little busy', '', '5 PM'], [18, 89, 'Usually as busy as it gets', '', '6 PM'], [19, 85, 'Usually as busy as it gets', '', '7 PM'], [20, 43, 'Usually not too busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 21, 'Usually not too busy', '', '11 AM'], [12, 36, 'Usually not too busy', '', '12 PM'], [13, 48, 'Usually not too busy', '', '1 PM'], [14, 57, 'Usually a little busy', '', '2 PM'], [15, 64, 'Usually a little busy', '', '3 PM'], [16, 67, 'Usually a little busy', '', '4 PM'], [17, 63, 'Usually a little busy', '', '5 PM'], [18, 63, 'Usually a little busy', '', '6 PM'], [19, 77, 'Usually a little busy', '', '7 PM'], [20, 57, 'Usually a little busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 31, 'Usually not too busy', '', '11 AM'], [12, 48, 'Usually not too busy', '', '12 PM'], [13, 51, 'Usually a little busy', '', '1 PM'], [14, 56, 'Usually a little busy', '', '2 PM'], [15, 67, 'Usually a little busy', '', '3 PM'], [16, 65, 'Usually a little busy', '', '4 PM'], [17, 68, 'Usually a little busy', '', '5 PM'], [18, 78, 'Usually a little busy', '', '6 PM'], [19, 68, 'Usually a little busy', '', '7 PM'], [20, 38, 'Usually not too busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 52, 'Usually a little busy', '', '11 AM'], [12, 47, 'Usually not too busy', '', '12 PM'], [13, 51, 'Usually a little busy', '', '1 PM'], [14, 73, 'Usually a little busy', '', '2 PM'], [15, 71, 'Usually a little busy', '', '3 PM'], [16, 64, 'Usually a little busy', '', '4 PM'], [17, 58, 'Usually a little busy', '', '5 PM'], [18, 46, 'Usually not too busy', '', '6 PM'], [19, 31, 'Usually not too busy', '', '7 PM'], [20, 17, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 17, 'Usually not busy', '', '11 AM'], [12, 34, 'Usually not too busy', '', '12 PM'], [13, 47, 'Usually not too busy', '', '1 PM'], [14, 54, 'Usually a little busy', '', '2 PM'], [15, 62, 'Usually a little busy', '', '3 PM'], [16, 66, 'Usually a little busy', '', '4 PM'], [17, 54, 'Usually a little busy', '', '5 PM'], [18, 56, 'Usually a little busy', '', '6 PM'], [19, 77, 'Usually a little busy', '', '7 PM'], [20, 44, 'Usually not too busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 36, 'Usually not too busy', '', '11 AM'], [12, 56, 'Usually a little busy', '', '12 PM'], [13, 61, 'Usually a little busy', '', '1 PM'], [14, 72, 'Usually a little busy', '', '2 PM'], [15, 92, 'Usually as busy as it gets', '', '3 PM'], [16, 92, 'Usually as busy as it gets', '', '4 PM'], [17, 91, 'Usually as busy as it gets', '', '5 PM'], [18, 100, 'Usually as busy as it gets', '', '6 PM'], [19, 65, 'Usually a little busy', '', '7 PM'], [20, 17, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
66,Bershka galerias monterrey,BERSHKA MEXICO SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,INSURGENTES,2500.0,,VISTA HERMOSA,64620,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.INDITEX.COM,Fijo,-100.35598355,25.68182823,,,,Monterrey,A,42.2707,6098.849922,1578,33,4.3,61.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 10, 31, 44, 37, 31, 34, 17, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 34, 44, 44, 34, 24, 10, 3, 51, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 37, 44, 41, 31, 20, 10, 3, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 20, 27, 27, 58, 100, 58, 10, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",,ChIJmS4DDgaWYoYRFjGe65hs3h0,,"[[7, None, 0], [1, None, 0], [2, None, 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 10, 'Usually not busy', '', '11 AM'], [12, 6, 'Usually not busy', '', '12 PM'], [13, 10, 'Usually not busy', '', '1 PM'], [14, 31, 'Usually not too busy', '', '2 PM'], [15, 44, 'Usually not too busy', '', '3 PM'], [16, 37, 'Usually not too busy', '', '4 PM'], [17, 31, 'Usually not too busy', '', '5 PM'], [18, 34, 'Usually not too busy', '', '6 PM'], [19, 17, 'Usually not busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 20, 'Usually not too busy', '', '11 AM'], [12, 34, 'Usually not too busy', '', '12 PM'], [13, 44, 'Usually not too busy', '', '1 PM'], [14, 44, 'Usually not too busy', '', '2 PM'], [15, 34, 'Usually not too busy', '', '3 PM'], [16, 24, 'Usually not too busy', '', '4 PM'], [17, 10, 'Usually not busy', '', '5 PM'], [18, 3, 'Usually not busy', '', '6 PM'], [19, 51, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 13, 'Usually not busy', '', '11 AM'], [12, 24, 'Usually not too busy', '', '12 PM'], [13, 37, 'Usually not too busy', '', '1 PM'], [14, 44, 'Usually not too busy', '', '2 PM'], [15, 41, 'Usually not too busy', '', '3 PM'], [16, 31, 'Usually not too busy', '', '4 PM'], [17, 20, 'Usually not too busy', '', '5 PM'], [18, 10, 'Usually not busy', '', '6 PM'], [19, 3, 'Usually not busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 17, 'Usually not busy', '', '11 AM'], [12, 20, 'Usually not too busy', '', '12 PM'], [13, 20, 'Usually not too busy', '', '1 PM'], [14, 27, 'Usually not too busy', '', '2 PM'], [15, 27, 'Usually not too busy', '', '3 PM'], [16, 58, 'Usually a little busy', '', '4 PM'], [17, 100, 'Usually as busy as it gets', '', '5 PM'], [18, 58, 'Usually a little busy', '', '6 PM'], [19, 10, 'Usually not busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
67,Bershka galerias valle oriente,BERSHKA MEXICO SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,LAZARO CARDENAS,1000.0,,VALLE DEL MIRADOR,64750,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.INDITEX.COM,Fijo,-100.31352232,25.63870357,,,,Monterrey,A,42.2707,6098.849922,1578,12,,,,,,,
68,Bershka paseo san pedro,BERSHKA MEXICO SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,AVENIDA,JOSE VASCONCELOS,402.0,,DEL VALLE,66220,"SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   ",,,WWW.INDITEX.COM,Fijo,-100.35908496,25.65250938,,,,San Pedro Garza Garcia,A,35.173,4634.679777,247,110,4.1,14.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 72, 72, 64, 60, 56, 48, 36, 24, 8, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 84, 100, 100, 92, 76, 56, 36, 24, 12, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 40, 56, 68, 72, 56, 36, 24, 24, 20, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 56, 56, 68, 80, 76, 52, 28, 8, 24, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 52, 68, 80, 84, 76, 64, 48, 32, 16, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",,ChIJI0V7sue9YoYR4h2K5GZJ89w,,"[[7, None, 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 64, 'Usually a little busy', '', '11 AM'], [12, 72, 'Usually a little busy', '', '12 PM'], [13, 72, 'Usually a little busy', '', '1 PM'], [14, 64, 'Usually a little busy', '', '2 PM'], [15, 60, 'Usually a little busy', '', '3 PM'], [16, 56, 'Usually a little busy', '', '4 PM'], [17, 48, 'Usually not too busy', '', '5 PM'], [18, 36, 'Usually not too busy', '', '6 PM'], [19, 24, 'Usually not too busy', '', '7 PM'], [20, 8, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 60, 'Usually a little busy', '', '11 AM'], [12, 84, 'Usually as busy as it gets', '', '12 PM'], [13, 100, 'Usually as busy as it gets', '', '1 PM'], [14, 100, 'Usually as busy as it gets', '', '2 PM'], [15, 92, 'Usually as busy as it gets', '', '3 PM'], [16, 76, 'Usually a little busy', '', '4 PM'], [17, 56, 'Usually a little busy', '', '5 PM'], [18, 36, 'Usually not too busy', '', '6 PM'], [19, 24, 'Usually not too busy', '', '7 PM'], [20, 12, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 28, 'Usually not too busy', '', '11 AM'], [12, 40, 'Usually not too busy', '', '12 PM'], [13, 56, 'Usually a little busy', '', '1 PM'], [14, 68, 'Usually a little busy', '', '2 PM'], [15, 72, 'Usually a little busy', '', '3 PM'], [16, 56, 'Usually a little busy', '', '4 PM'], [17, 36, 'Usually not too busy', '', '5 PM'], [18, 24, 'Usually not too busy', '', '6 PM'], [19, 24, 'Usually not too busy', '', '7 PM'], [20, 20, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 36, 'Usually not too busy', '', '11 AM'], [12, 56, 'Usually a little busy', '', '12 PM'], [13, 56, 'Usually a little busy', '', '1 PM'], [14, 68, 'Usually a little busy', '', '2 PM'], [15, 80, 'Usually a little busy', '', '3 PM'], [16, 76, 'Usually a little busy', '', '4 PM'], [17, 52, 'Usually a little busy', '', '5 PM'], [18, 28, 'Usually not too busy', '', '6 PM'], [19, 8, 'Usually not busy', '', '7 PM'], [20, 24, 'Usually not too busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 36, 'Usually not too busy', '', '11 AM'], [12, 52, 'Usually a little busy', '', '12 PM'], [13, 68, 'Usually a little busy', '', '1 PM'], [14, 80, 'Usually a little busy', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 76, 'Usually a little busy', '', '4 PM'], [17, 64, 'Usually a little busy', '', '5 PM'], [18, 48, 'Usually not too busy', '', '6 PM'], [19, 32, 'Usually not too busy', '', '7 PM'], [20, 16, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, None, 0]]"
69,Betsaida mayoreo y menudeo,DAVID HERNANDEZ DAVILA ,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,COLEGIO CIVIL,253.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31544528,25.67495273,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
70,Black  playeras caballero,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,15 DE MAYO,315.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31838841,25.67237399,MERCADO PUBLICO,MERCADO FUNDADORES,14 B,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
71,Black in boutique,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,GEORGE WASHINGTON,401.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31754881,25.67484865,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
72,Blusas y blusitas,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,CARLOS SALAZAR,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3147193,25.68238198,,,,Monterrey,,42.2707,6098.849922,1578,189,4.8,42.0,,,ChIJUdjUP28lRI4RIZc_HqVPJLk,,
73,Bobois,BBS MEXICO SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,PEATONAL,JOSÉ MARÍA MORELOS Y PAVÓN,370.0,0.0,CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3133102,25.66736457,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
74,Bodega,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE MARIANO JIMENEZ,729.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31637353,25.68235135,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
